Table: Year 1
+--------+------------+-----------------+-----------------+
| S. No. | Department | Register Number | Department code |
|  2957  |    UCI     |    23UCI0054    |       UCI       |
|  2958  |    UCI     |    23UCI0055    |       UCI       |
|  2959  |    UCI     |    23UCI0056    |       UCI       |
|  2960  |    UCI     |    23UCI0057    |       UCI       |
|  2961  |    UCI     |    23UCI0058    |       UCI       |
|  2962  |    UCI     |    23UCI0059    |       UCI       |
|  2963  |    UCI     |    23UCI0060    |       UCI       |
|  2964  |    UCI     |    23UCI0061    |       UCI       |
|  2965  |    UCI     |    23UCI0062    |       UCI       |
|  2966  |    UCI     |    23UCI0063    |       UCI       |
|  2967  |    UCI     |    23UCI0064    |       UCI       |
|  2968  |    UCI     |    23UCI0065    |       UCI       |
|  2969  |    UCI     |    23UCI0066    |       UCI       |
|  2970  |    UCI     |    23UCI0101    |       UCI       |
|  2971  |    UCI     |    23UCI0102    |       UCI       |
|  2972  |    UCI     |    23UCI0103    |       UCI       |
|  2973  |    UCI     |    23UCI0104    |       UCI       |
|  2974  |    UCI     |    23UCI0105    |       UCI       |
|  2975  |    UCI     |    23UCI0106    |       UCI       |
|  2976  |    UCI     |    23UCI0107    |       UCI       |
|  2977  |    UCI     |    23UCI0108    |       UCI       |
|  2978  |    UCI     |    23UCI0109    |       UCI       |
|  2979  |    UCI     |    23UCI0110    |       UCI       |
|  2980  |    UCI     |    23UCI0111    |       UCI       |
|  2981  |    UCI     |    23UCI0112    |       UCI       |
|  2982  |    UCI     |    23UCI0113    |       UCI       |
|  2983  |    UCI     |    23UCI0114    |       UCI       |
|  2984  |    UCI     |    23UCI0115    |       UCI       |
|  2985  |    UCI     |    23UCI0116    |       UCI       |
|  2986  |    UCI     |    23UCI0117    |       UCI       |
|  2987  |    UCI     |    23UCI0118    |       UCI       |
|  2988  |    UCI     |    23UCI0119    |       UCI       |
|  2989  |    UCI     |    23UCI0120    |       UCI       |
|  2990  |    UCI     |    23UCI0121    |       UCI       |
|  2991  |    UCI     |    23UCI0122    |       UCI       |
|  2992  |    UCI     |    23UCI0123    |       UCI       |
|  2993  |    UCI     |    23UCI0124    |       UCI       |
|  2994  |    UCI     |    23UCI0125    |       UCI       |
|  2995  |    UCI     |    23UCI0126    |       UCI       |
|  2996  |    UCI     |    23UCI0127    |       UCI       |
|  2997  |    UCI     |    23UCI0128    |       UCI       |
|  2998  |    UCI     |    23UCI0129    |       UCI       |
|  2999  |    UCI     |    23UCI0130    |       UCI       |
|  3000  |    UCI     |    23UCI0131    |       UCI       |
|  3001  |    UCI     |    23UCI0132    |       UCI       |
|  3002  |    UCI     |    23UCI0133    |       UCI       |
|  3003  |    UCI     |    23UCI0134    |       UCI       |
|  3004  |    UCI     |    23UCI0135    |       UCI       |
|  3005  |    UCI     |    23UCI0136    |       UCI       |
|  3006  |    UCI     |    23UCI0137    |       UCI       |
|  3007  |    UCI     |    23UCI0138    |       UCI       |
|  3008  |    UCI     |    23UCI0139    |       UCI       |
|  3009  |    UCI     |    23UCI0140    |       UCI       |
|  3010  |    UCI     |    23UCI0141    |       UCI       |
|  3011  |    UCI     |    23UCI0142    |       UCI       |
|  3012  |    UCI     |    23UCI0143    |       UCI       |
|  3013  |    UCI     |    23UCI0144    |       UCI       |
|  3014  |    UCI     |    23UCI0145    |       UCI       |
|  3015  |    UCI     |    23UCI0146    |       UCI       |
|  3016  |    UCI     |    23UCI0147    |       UCI       |
|  3017  |    UCI     |    23UCI0148    |       UCI       |
|  3018  |    UCI     |    23UCI0149    |       UCI       |
|  3019  |    UCI     |    23UCI0150    |       UCI       |
|  3020  |    UCI     |    23UCI0151    |       UCI       |
|  3021  |    UCI     |    23UCI0152    |       UCI       |
|  3022  |    UCI     |    23UCI0153    |       UCI       |
|  3023  |    UCI     |    23UCI0154    |       UCI       |
|  3024  |    UCI     |    23UCI0155    |       UCI       |
|  3025  |    UCI     |    23UCI0156    |       UCI       |
|  3026  |    UCI     |    23UCI0157    |       UCI       |
|  3027  |    UCI     |    23UCI0158    |       UCI       |
|  3028  |    UCI     |    23UCI0159    |       UCI       |
|  3029  |    UCI     |    23UCI0160    |       UCI       |
|  3030  |    UCI     |    23UCI0161    |       UCI       |
|  3031  |    UCI     |    23UCI0162    |       UCI       |
|  3032  |    UCI     |    23UCI0163    |       UCI       |
|  3033  |    UCI     |    23UCI0164    |       UCI       |
|  3034  |    UCI     |    23UCI0165    |       UCI       |
|  3035  |    UCI     |    23UCI0166    |       UCI       |
|  3036  |    UCT     |    23UCT0001    |       UCT       |
|  3037  |    UCT     |    23UCT0002    |       UCT       |
|  3038  |    UCT     |    23UCT0003    |       UCT       |
|  3039  |    UCT     |    23UCT0004    |       UCT       |
|  3040  |    UCT     |    23UCT0005    |       UCT       |
|  3041  |    UCT     |    23UCT0006    |       UCT       |
|  3042  |    UCT     |    23UCT0007    |       UCT       |
|  3043  |    UCT     |    23UCT0008    |       UCT       |
|  3044  |    UCT     |    23UCT0009    |       UCT       |
|  3045  |    UCT     |    23UCT0010    |       UCT       |
|  3046  |    UCT     |    23UCT0011    |       UCT       |
|  3047  |    UCT     |    23UCT0012    |       UCT       |
|  3048  |    UCT     |    23UCT0013    |       UCT       |
|  3049  |    UCT     |    23UCT0014    |       UCT       |
|  3050  |    UCT     |    23UCT0015    |       UCT       |
|  3051  |    UCT     |    23UCT0016    |       UCT       |
|  3052  |    UCT     |    23UCT0017    |       UCT       |
|  3053  |    UCT     |    23UCT0018    |       UCT       |
|  3054  |    UCT     |    23UCT0019    |       UCT       |
|  3055  |    UCT     |    23UCT0020    |       UCT       |
|  3056  |    UCT     |    23UCT0021    |       UCT       |
|  3057  |    UCT     |    23UCT0022    |       UCT       |
|  3058  |    UCT     |    23UCT0023    |       UCT       |
|  3059  |    UCT     |    23UCT0024    |       UCT       |
|  3060  |    UCT     |    23UCT0025    |       UCT       |
|  3061  |    UCT     |    23UCT0026    |       UCT       |
|  3062  |    UCT     |    23UCT0027    |       UCT       |
|  3063  |    UCT     |    23UCT0028    |       UCT       |
|  3064  |    UCT     |    23UCT0029    |       UCT       |
|  3065  |    UCT     |    23UCT0030    |       UCT       |
|  3066  |    UCT     |    23UCT0031    |       UCT       |
|  3067  |    UCT     |    23UCT0032    |       UCT       |
|  3068  |    UCT     |    23UCT0033    |       UCT       |
|  3069  |    UCT     |    23UCT0034    |       UCT       |
|  3070  |    UCT     |    23UCT0035    |       UCT       |
|  3071  |    UCT     |    23UCT0036    |       UCT       |
|  3072  |    UCT     |    23UCT0037    |       UCT       |
|  3073  |    UCT     |    23UCT0038    |       UCT       |
|  3074  |    UCT     |    23UCT0039    |       UCT       |
|  3075  |    UCT     |    23UCT0040    |       UCT       |
|  3076  |    UCT     |    23UCT0041    |       UCT       |
|  3077  |    UCT     |    23UCT0042    |       UCT       |
|  3078  |    UCT     |    23UCT0043    |       UCT       |
|  3079  |    UCT     |    23UCT0044    |       UCT       |
|  3080  |    UCT     |    23UCT0045    |       UCT       |
|  3081  |    UCT     |    23UCT0046    |       UCT       |
|  3082  |    UCT     |    23UCT0047    |       UCT       |
|  3083  |    UCT     |    23UCT0048    |       UCT       |
|  3084  |    UCT     |    23UCT0049    |       UCT       |
|  3085  |    UCT     |    23UCT0050    |       UCT       |
|  3086  |    UCT     |    23UCT0051    |       UCT       |
|  3087  |    UCT     |    23UCT0052    |       UCT       |
|  3088  |    UCT     |    23UCT0053    |       UCT       |
|  3089  |    UCT     |    23UCT0054    |       UCT       |
|  3090  |    UCT     |    23UCT0055    |       UCT       |
|  3091  |    UCT     |    23UCT0056    |       UCT       |
|  3092  |    UCT     |    23UCT0057    |       UCT       |
|  3093  |    UCT     |    23UCT0058    |       UCT       |
|  3094  |    UCT     |    23UCT0059    |       UCT       |
|  3095  |    UCT     |    23UCT0060    |       UCT       |
|  3096  |    UCT     |    23UCT0061    |       UCT       |
|  3097  |    UCT     |    23UCT0062    |       UCT       |
|  3098  |    UCT     |    23UCT0063    |       UCT       |
|  3099  |    UCT     |    23UCT0064    |       UCT       |
|  3100  |    UCT     |    23UCT0065    |       UCT       |
|  3101  |    UCT     |    23UCT0066    |       UCT       |
|  3102  |    UCS     |    23UCS0001    |       UCS       |
|  3103  |    UCS     |    23UCS0002    |       UCS       |
|  3104  |    UCS     |    23UCS0003    |       UCS       |
|  3105  |    UCS     |    23UCS0004    |       UCS       |
|  3106  |    UCS     |    23UCS0005    |       UCS       |
|  3107  |    UCS     |    23UCS0006    |       UCS       |
|  3108  |    UCS     |    23UCS0007    |       UCS       |
|  3109  |    UCS     |    23UCS0008    |       UCS       |
|  3110  |    UCS     |    23UCS0009    |       UCS       |
|  3111  |    UCS     |    23UCS0010    |       UCS       |
|  3112  |    UCS     |    23UCS0011    |       UCS       |
|  3113  |    UCS     |    23UCS0012    |       UCS       |
|  3114  |    UCS     |    23UCS0013    |       UCS       |
|  3115  |    UCS     |    23UCS0014    |       UCS       |
|  3116  |    UCS     |    23UCS0015    |       UCS       |
|  3117  |    UCS     |    23UCS0016    |       UCS       |
|  3118  |    UCS     |    23UCS0017    |       UCS       |
|  3119  |    UCS     |    23UCS0018    |       UCS       |
|  3120  |    UCS     |    23UCS0019    |       UCS       |
|  3121  |    UCS     |    23UCS0020    |       UCS       |
|  3122  |    UCS     |    23UCS0021    |       UCS       |
|  3123  |    UCS     |    23UCS0022    |       UCS       |
|  3124  |    UCS     |    23UCS0023    |       UCS       |
|  3125  |    UCS     |    23UCS0024    |       UCS       |
|  3126  |    UCS     |    23UCS0025    |       UCS       |
|  3127  |    UCS     |    23UCS0026    |       UCS       |
|  3128  |    UCS     |    23UCS0027    |       UCS       |
|  3129  |    UCS     |    23UCS0028    |       UCS       |
|  3130  |    UCS     |    23UCS0029    |       UCS       |
|  3131  |    UCS     |    23UCS0030    |       UCS       |
|  3132  |    UCS     |    23UCS0031    |       UCS       |
|  3133  |    UCS     |    23UCS0032    |       UCS       |
|  3134  |    UCS     |    23UCS0033    |       UCS       |
|  3135  |    UCS     |    23UCS0034    |       UCS       |
|  3136  |    UCS     |    23UCS0035    |       UCS       |
|  3137  |    UCS     |    23UCS0036    |       UCS       |
|  3138  |    UCS     |    23UCS0037    |       UCS       |
|  3139  |    UCS     |    23UCS0038    |       UCS       |
|  3140  |    UCS     |    23UCS0039    |       UCS       |
|  3141  |    UCS     |    23UCS0040    |       UCS       |
|  3142  |    UCS     |    23UCS0041    |       UCS       |
|  3143  |    UCS     |    23UCS0042    |       UCS       |
|  3144  |    UCS     |    23UCS0043    |       UCS       |
|  3145  |    UCS     |    23UCS0044    |       UCS       |
|  3146  |    UCS     |    23UCS0045    |       UCS       |
|  3147  |    UCS     |    23UCS0046    |       UCS       |
|  3148  |    UCS     |    23UCS0047    |       UCS       |
|  3149  |    UCS     |    23UCS0048    |       UCS       |
|  3150  |    UCS     |    23UCS0049    |       UCS       |
|  3151  |    UCS     |    23UCS0050    |       UCS       |
|  3152  |    UCS     |    23UCS0051    |       UCS       |
|  3153  |    UCS     |    23UCS0052    |       UCS       |
|  3154  |    UCS     |    23UCS0053    |       UCS       |
|  3155  |    UCS     |    23UCS0054    |       UCS       |
|  3156  |    UCS     |    23UCS0055    |       UCS       |
|  3157  |    UCS     |    23UCS0056    |       UCS       |
|  3158  |    UCS     |    23UCS0057    |       UCS       |
|  3159  |    UCS     |    23UCS0058    |       UCS       |
|  3160  |    UCS     |    23UCS0059    |       UCS       |
|  3161  |    UCS     |    23UCS0060    |       UCS       |
|  3162  |    UCS     |    23UCS0061    |       UCS       |
|  3163  |    UCS     |    23UCS0062    |       UCS       |
|  3164  |    UCS     |    23UCS0063    |       UCS       |
|  3165  |    UCS     |    23UCS0064    |       UCS       |
|  3166  |    UCS     |    23UCS0065    |       UCS       |
|  3167  |    UCS     |    23UCS0066    |       UCS       |
|  3168  |    UCS     |    23UCS0101    |       UCS       |
|  3169  |    UCS     |    23UCS0102    |       UCS       |
|  3170  |    UCS     |    23UCS0103    |       UCS       |
|  3171  |    UCS     |    23UCS0104    |       UCS       |
|  3172  |    UCS     |    23UCS0105    |       UCS       |
|  3173  |    UCS     |    23UCS0106    |       UCS       |
|  3174  |    UCS     |    23UCS0107    |       UCS       |
|  3175  |    UCS     |    23UCS0108    |       UCS       |
|  3176  |    UCS     |    23UCS0109    |       UCS       |
|  3177  |    UCS     |    23UCS0110    |       UCS       |
|  3178  |    UCS     |    23UCS0111    |       UCS       |
|  3179  |    UCS     |    23UCS0112    |       UCS       |
|  3180  |    UCS     |    23UCS0113    |       UCS       |
|  3181  |    UCS     |    23UCS0114    |       UCS       |
|  3182  |    UCS     |    23UCS0115    |       UCS       |
|  3183  |    UCS     |    23UCS0116    |       UCS       |
|  3184  |    UCS     |    23UCS0117    |       UCS       |
|  3185  |    UCS     |    23UCS0118    |       UCS       |
|  3186  |    UCS     |    23UCS0119    |       UCS       |
|  3187  |    UCS     |    23UCS0120    |       UCS       |
|  3188  |    UCS     |    23UCS0121    |       UCS       |
|  3189  |    UCS     |    23UCS0122    |       UCS       |
|  3190  |    UCS     |    23UCS0123    |       UCS       |
|  3191  |    UCS     |    23UCS0124    |       UCS       |
|  3192  |    UCS     |    23UCS0125    |       UCS       |
|  3193  |    UCS     |    23UCS0126    |       UCS       |
|  3194  |    UCS     |    23UCS0127    |       UCS       |
|  3195  |    UCS     |    23UCS0128    |       UCS       |
|  3196  |    UCS     |    23UCS0129    |       UCS       |
